signals	samplings	stddev	ber	rber	complete	time(ms)
41	1600	0.05	0.0153887	0.0910851	1000	3119.47
42	1600	0.05	0.0185509	0.0986926	1000	3428.58
43	1600	0.05	0.0254345	0.111244	1000	4121.38
44	1600	0.05	0.0318329	0.122935	999	4834.64
45	1600	0.05	0.0431012	0.141223	998	5735.32
46	1600	0.05	0.0582774	0.160766	999	6719.19
47	1600	0.05	0.0834735	0.190233	999	7889.36
48	1600	0.05	0.113132	0.221847	1000	9792.86
2	1700	0.05	0.0355309	0.0987674	1000	18.023
3	1700	0.05	0.0288047	0.0914775	1000	38.113
4	1700	0.05	0.0243941	0.0856564	999	53.3584
5	1700	0.05	0.0241492	0.0840289	1000	75.051
6	1700	0.05	0.01994	0.0801554	1000	105.926
7	1700	0.05	0.0174352	0.0775292	1000	136.256
8	1700	0.05	0.0163128	0.0755832	1000	161.639
9	1700	0.05	0.015169	0.0729611	1000	169.887
10	1700	0.05	0.0143078	0.0720819	1000	204.625
11	1700	0.05	0.0134099	0.0709579	1000	252.259
12	1700	0.05	0.0127987	0.0698281	1000	306.642
13	1700	0.05	0.0107503	0.0662197	1000	377.631
14	1700	0.05	0.0109819	0.0676547	1000	420.799
15	1700	0.05	0.00960384	0.065227	1000	434.377
16	1700	0.05	0.00988566	0.0649883	1000	486.15
17	1700	0.05	0.00976986	0.0650902	1000	618.078
18	1700	0.05	0.00905778	0.0643901	1000	596.525
19	1700	0.05	0.00802533	0.0624294	1000	655.255
20	1700	0.05	0.00862629	0.0630995	1000	761.393
21	1700	0.05	0.00739263	0.0611454	1000	927.668
22	1700	0.05	0.00740412	0.0614474	1000	786.811
23	1700	0.05	0.00728128	0.0615601	1000	860.502
24	1700	0.05	0.00746017	0.0612485	1000	901.775
25	1700	0.05	0.00627878	0.0594367	1000	975.636
26	1700	0.05	0.00661674	0.0603011	1000	1056.52
27	1700	0.05	0.00613662	0.0595559	1000	1115.9
28	1700	0.05	0.00613126	0.0598895	999	1161.46
29	1700	0.05	0.00607921	0.0594956	1000	1396.15
30	1700	0.05	0.00587688	0.0593538	1000	1349.27
31	1700	0.05	0.00609627	0.0602737	999	1514.16
32	1700	0.05	0.00569193	0.0595461	1000	1629.97
33	1700	0.05	0.00616449	0.0607769	1000	1693.92
34	1700	0.05	0.00610036	0.0612014	1000	1842.34
35	1700	0.05	0.00628634	0.0622311	1000	2010.3
36	1700	0.05	0.00649855	0.0640904	1000	2133.8
37	1700	0.05	0.00727755	0.0667111	1000	2298.95
38	1700	0.05	0.00776424	0.0684735	1000	2436.41
39	1700	0.05	0.00868134	0.0713757	1000	2626.62
40	1700	0.05	0.0094304	0.0751936	1000	3122.91
41	1700	0.05	0.0115549	0.0811125	1000	3427.16
42	1700	0.05	0.0144415	0.0889086	1000	3905.88
43	1700	0.05	0.0171784	0.0955666	1000	4222.94
44	1700	0.05	0.0221811	0.106234	1000	4725.37
45	1700	0.05	0.0282507	0.117319	1000	5401.22
46	1700	0.05	0.037763	0.13364	1000	6119.44
47	1700	0.05	0.0525333	0.155383	1000	6771.95
48	1700	0.05	0.0705782	0.175795	1000	8479.78
49	1700	0.05	0.0992972	0.208746	1000	9702.57
50	1700	0.05	0.129921	0.237317	1000	11386.3
2	1800	0.05	0.0344578	0.0968208	1000	22.872
3	1800	0.05	0.0286469	0.0907298	1000	46.751
4	1800	0.05	0.0235407	0.0855479	1000	77.747
5	1800	0.05	0.022436	0.083133	1000	82.713
6	1800	0.05	0.0204817	0.0795338	1000	109.232
7	1800	0.05	0.0183072	0.0780293	1000	135.119
8	1800	0.05	0.0181099	0.0773509	1000	154.855
9	1800	0.05	0.0142664	0.0718714	999	178.527
10	1800	0.05	0.0135812	0.0710232	1000	210.341
11	1800	0.05	0.0143625	0.0723529	999	234.73
12	1800	0.05	0.0117354	0.0685404	1000	318.394
13	1800	0.05	0.0116171	0.0677714	1000	363.297
14	1800	0.05	0.0110368	0.0668295	1000	403.397
15	1800	0.05	0.00994507	0.0653484	1000	443.61
16	1800	0.05	0.00985287	0.0651044	999	481.469
17	1800	0.05	0.00920728	0.0641375	999	541.366
18	1800	0.05	0.00860682	0.0630546	1000	576.854
19	1800	0.05	0.00876278	0.0633491	1000	629.514
20	1800	0.05	0.00779561	0.0614308	1000	692.308
21	1800	0.05	0.00796561	0.0619184	1000	755.381
22	1800	0.05	0.00783025	0.0618351	1000	814.684
23	1800	0.05	0.00735797	0.06108	1000	875.81
24	1800	0.05	0.00694002	0.0603306	1000	975.514
25	1800	0.05	0.00673538	0.0597921	999	1015.88
26	1800	0.05	0.00699419	0.0601616	1000	1108.45
27	1800	0.05	0.00636321	0.0592613	1000	1152.06
28	1800	0.05	0.00607876	0.0592034	999	1253.17
29	1800	0.05	0.00593875	0.0587896	1000	1354.55
30	1800	0.05	0.00576002	0.058992	1000	1350.53
31	1800	0.05	0.00628665	0.0598808	1000	1623.69
32	1800	0.05	0.00580523	0.0588628	999	1768.14
33	1800	0.05	0.00572899	0.0593354	1000	1833.98
34	1800	0.05	0.00586572	0.0598288	1000	2058.41
35	1800	0.05	0.00580319	0.0604345	1000	2197.19
36	1800	0.05	0.00605003	0.061759	1000	2007.86
37	1800	0.05	0.00643652	0.0637566	1000	2210.58
38	1800	0.05	0.00639909	0.0636158	1000	2497.83
39	1800	0.05	0.00743751	0.0673308	1000	2594.34
40	1800	0.05	0.00849193	0.0709191	1000	2893.82
41	1800	0.05	0.00972224	0.0749266	999	2937.08
42	1800	0.05	0.0107067	0.0778938	1000	3582.58
43	1800	0.05	0.01348	0.0861321	1000	4001.26
44	1800	0.05	0.0159393	0.0908353	1000	3991.93
45	1800	0.05	0.0197073	0.101384	1000	4355.64
46	1800	0.05	0.0253786	0.112745	1000	4717.45
47	1800	0.05	0.0345732	0.129179	1000	5543.27
48	1800	0.05	0.0471785	0.14588	1000	6545.89
49	1800	0.05	0.063891	0.170421	1000	7728.99
50	1800	0.05	0.0851342	0.1943	1000	9327.72
51	1800	0.05	0.119756	0.229155	1000	11157.5
2	1900	0.05	0.0376803	0.10138	1000	18.384
3	1900	0.05	0.0308323	0.0944175	1000	37.921
4	1900	0.05	0.0277799	0.0908895	1000	59.718
5	1900	0.05	0.0223882	0.083954	1000	81.586
6	1900	0.05	0.01947	0.0791727	1000	110.032
7	1900	0.05	0.0174383	0.0761444	1000	159.56
8	1900	0.05	0.0163225	0.0759939	1000	161.868
9	1900	0.05	0.0151624	0.0730568	1000	197.381
10	1900	0.05	0.0138885	0.0704647	1000	226.287
11	1900	0.05	0.0128854	0.069348	1000	280.804
12	1900	0.05	0.0121975	0.0687431	1000	339.815
13	1900	0.05	0.0119255	0.0680649	1000	389.457
14	1900	0.05	0.011266	0.0675638	1000	456.769
15	1900	0.05	0.0100674	0.0649807	1000	474.609
16	1900	0.05	0.00963717	0.0646186	1000	529.892
17	1900	0.05	0.00939916	0.0639814	1000	564.246
18	1900	0.05	0.00852932	0.0628911	999	636.218
19	1900	0.05	0.00835488	0.0625957	1000	674.727
20	1900	0.05	0.00827132	0.0623474	1000	769.462
21	1900	0.05	0.00758607	0.0610024	1000	797.962
22	1900	0.05	0.00706316	0.0604477	1000	871.947
23	1900	0.05	0.00690368	0.0598235	1000	964.79
24	1900	0.05	0.00714702	0.0603275	1000	955.773
25	1900	0.05	0.00691488	0.0599776	1000	1147.34
26	1900	0.05	0.0060486	0.0583174	1000	1117.33
27	1900	0.05	0.00616653	0.0586134	1000	1205.36
28	1900	0.05	0.00618976	0.0590483	1000	1339.91
29	1900	0.05	0.00587212	0.0581826	1000	1411.22
30	1900	0.05	0.00578481	0.0586881	1000	1454.85
31	1900	0.05	0.00571981	0.0586565	1000	1634.79
32	1900	0.05	0.00561822	0.0580313	1000	1717.73
33	1900	0.05	0.00546193	0.0582646	1000	1830.57
34	1900	0.05	0.00523022	0.0578571	1000	1925.37
35	1900	0.05	0.00545517	0.0586925	1000	2072.52
36	1900	0.05	0.00575148	0.0597723	999	2206.78
37	1900	0.05	0.00586088	0.0608946	1000	2393.84
38	1900	0.05	0.006134	0.062498	1000	2702.23
39	1900	0.05	0.00642023	0.0637847	999	2656.02
40	1900	0.05	0.00710233	0.0663981	1000	2904.92
41	1900	0.05	0.00821409	0.0699258	999	3135.22
42	1900	0.05	0.00895011	0.073791	1000	3334.49
43	1900	0.05	0.00998296	0.076912	1000	3623.54
44	1900	0.05	0.0124913	0.0848421	1000	3998.04
45	1900	0.05	0.0143622	0.0898979	1000	4392.72
46	1900	0.05	0.0188856	0.0996378	998	4913.06
47	1900	0.05	0.0243954	0.110571	1000	5681.12
48	1900	0.05	0.0318455	0.124276	1000	6371.3
49	1900	0.05	0.0425155	0.141754	1000	7254.23
50	1900	0.05	0.0581288	0.164179	999	8711.7
51	1900	0.05	0.0781951	0.183918	999	10155.6
52	1900	0.05	0.110457	0.219109	1000	12655.6
2	2000	0.05	0.0340423	0.0972843	1000	19.86
3	2000	0.05	0.0314057	0.0951785	1000	50.64
4	2000	0.05	0.0260345	0.0878025	1000	57.058
5	2000	0.05	0.021962	0.0830382	1000	79.381
6	2000	0.05	0.0190513	0.0789808	1000	104.283
7	2000	0.05	0.0176511	0.0763818	1000	132.66
8	2000	0.05	0.0173952	0.0762366	1000	162.985
9	2000	0.05	0.0163534	0.0749151	1000	216.803
10	2000	0.05	0.0140138	0.0713678	1000	256.39
11	2000	0.05	0.0121095	0.0684254	1000	296.441
12	2000	0.05	0.0132877	0.069832	1000	422.003
13	2000	0.05	0.0112005	0.0672745	1000	463.722
14	2000	0.05	0.0116791	0.0676794	1000	520.659
15	2000	0.05	0.0109841	0.066736	1000	509.117
16	2000	0.05	0.00986859	0.0639694	1000	515.809
17	2000	0.05	0.00864141	0.0625756	1000	637.86
18	2000	0.05	0.00873883	0.0626261	1000	653.401
19	2000	0.05	0.00829095	0.0627103	999	729.7
20	2000	0.05	0.00838837	0.062626	1000	713.429
21	2000	0.05	0.00764057	0.0612873	1000	812.415
22	2000	0.05	0.00710464	0.06002	1000	953.836
23	2000	0.05	0.00744396	0.0610974	1000	1000.83
24	2000	0.05	0.00686721	0.0594206	1000	1081.1
25	2000	0.05	0.00670086	0.0589908	1000	1058.76
26	2000	0.05	0.00670488	0.0592853	1000	1204.79
27	2000	0.05	0.00650609	0.0593298	1000	1209.43
28	2000	0.05	0.00598036	0.0580602	1000	1242.75
29	2000	0.05	0.00594245	0.0581305	1000	1342.52
30	2000	0.05	0.00578505	0.0581598	999	1411.57
31	2000	0.05	0.00579639	0.0580593	1000	1498.36
32	2000	0.05	0.00520989	0.0575236	1000	1561.37
33	2000	0.05	0.00546811	0.05815	1000	1701.36
34	2000	0.05	0.00546118	0.057849	1000	2127.42
35	2000	0.05	0.00556834	0.0584575	1000	2283.92
36	2000	0.05	0.0055785	0.0594065	1000	2439.55
37	2000	0.05	0.0057513	0.0595017	1000	2522.31
38	2000	0.05	0.00562199	0.0597417	999	2694.41
39	2000	0.05	0.0058301	0.0616082	999	2867.3
40	2000	0.05	0.0060789	0.0635218	1000	3046.33
41	2000	0.05	0.00706835	0.0666076	1000	3269.06
42	2000	0.05	0.00824106	0.0694309	1000	3480.17
43	2000	0.05	0.00900888	0.0737395	998	3823.58
44	2000	0.05	0.0100563	0.0761176	1000	4079.24
45	2000	0.05	0.0116341	0.0813232	1000	4491.22
46	2000	0.05	0.0142521	0.0871933	1000	4887.25
47	2000	0.05	0.0181155	0.0980716	1000	5245.9
48	2000	0.05	0.0228961	0.107519	999	5526.21
49	2000	0.05	0.0288014	0.119227	1000	5976.32
50	2000	0.05	0.0401118	0.137491	1000	7350.23
51	2000	0.05	0.0534796	0.156368	999	8563.54
52	2000	0.05	0.0741754	0.184131	999	10762.2
53	2000	0.05	0.0986203	0.209452	1000	11548.3
54	2000	0.05	0.136218	0.243903	1000	15022.5
2	2100	0.05	0.0349612	0.0958543	1000	23.036
3	2100	0.05	0.0261941	0.0870962	1000	45.293
4	2100	0.05	0.0263169	0.0871523	1000	65.999
5	2100	0.05	0.0227971	0.0827304	1000	89.545
6	2100	0.05	0.0201693	0.080696	1000	148.795
7	2100	0.05	0.0170883	0.0768144	1000	164.924
8	2100	0.05	0.016236	0.0749607	1000	177.782
9	2100	0.05	0.0147034	0.0726423	1000	205.575
10	2100	0.05	0.012388	0.0691063	1000	240.245
11	2100	0.05	0.0130391	0.0698072	1000	282.581
12	2100	0.05	0.0122273	0.0688275	1000	398.085
13	2100	0.05	0.0115379	0.0670061	999	420.219
14	2100	0.05	0.0101802	0.0647499	1000	471.606
15	2100	0.05	0.00976679	0.0643486	1000	525.1
16	2100	0.05	0.0101221	0.0651218	1000	558.897
17	2100	0.05	0.0092314	0.0633837	1000	623.404
18	2100	0.05	0.00855347	0.0626772	1000	776.398
19	2100	0.05	0.00846717	0.0625808	1000	922.016
20	2100	0.05	0.00796381	0.0613857	1000	769.973
21	2100	0.05	0.00758073	0.0609173	999	875.596
22	2100	0.05	0.00709675	0.0600552	1000	922.648
23	2100	0.05	0.00735896	0.0602989	1000	965.662
24	2100	0.05	0.00692722	0.0594918	1000	1147.69
25	2100	0.05	0.00636353	0.0584333	999	1286.66
26	2100	0.05	0.00641679	0.0583773	1000	1209.92
27	2100	0.05	0.00617961	0.0585061	1000	1364.34
28	2100	0.05	0.00623966	0.0582922	1000	1497.8
29	2100	0.05	0.00590336	0.0581538	999	1681.75
30	2100	0.05	0.00564648	0.0576417	1000	1744.82
31	2100	0.05	0.00566988	0.0578544	1000	1936.94
32	2100	0.05	0.00507917	0.0564061	999	2009.86
33	2100	0.05	0.0053012	0.05761	1000	1999.78
34	2100	0.05	0.00509506	0.0566646	1000	1959.95
35	2100	0.05	0.00539638	0.0575903	1000	2294.84
36	2100	0.05	0.00496377	0.0572336	1000	2218.03
37	2100	0.05	0.0055313	0.058286	1000	2334.23
38	2100	0.05	0.00530053	0.0587181	999	2515.19
39	2100	0.05	0.0056681	0.0598668	1000	2653.12
40	2100	0.05	0.00550352	0.060422	1000	2824.21
41	2100	0.05	0.00621921	0.0632044	1000	3061.47
42	2100	0.05	0.00685178	0.065922	1000	3624.68
43	2100	0.05	0.00737431	0.0685879	1000	3904.14
44	2100	0.05	0.00864761	0.0725875	1000	3983.27
45	2100	0.05	0.00998391	0.0766721	999	4376.32
46	2100	0.05	0.0111976	0.0800962	1000	4468.51
47	2100	0.05	0.0138311	0.0883489	1000	4966.56
48	2100	0.05	0.017369	0.0965377	1000	5380.21
49	2100	0.05	0.0214944	0.106008	1000	6439.76
50	2100	0.05	0.0274804	0.116259	1000	6874.23
51	2100	0.05	0.0374615	0.13481	999	8020
52	2100	0.05	0.0499501	0.150774	1000	9723.63
53	2100	0.05	0.0684021	0.174603	1000	10944.8
54	2100	0.05	0.0956547	0.203546	1000	13364.4
55	2100	0.05	0.123196	0.235578	999	15469.8
2	2200	0.05	0.0346127	0.0968577	1000	24.699
3	2200	0.05	0.0295206	0.0921868	1000	50.797
4	2200	0.05	0.0245598	0.0858677	1000	76.556
5	2200	0.05	0.0215961	0.0822317	1000	95.416
6	2200	0.05	0.0215459	0.0833276	999	141.602
7	2200	0.05	0.0182481	0.0773658	1000	179.095
8	2200	0.05	0.0168412	0.0752595	1000	206.275
9	2200	0.05	0.0155582	0.0731963	1000	222.658
10	2200	0.05	0.01375	0.0704474	1000	244.884
11	2200	0.05	0.0134614	0.0704379	1000	323.365
12	2200	0.05	0.01307	0.0690711	1000	370.654
13	2200	0.05	0.011636	0.0669829	1000	460.36
14	2200	0.05	0.0112038	0.0667854	1000	483.047
15	2200	0.05	0.00955567	0.0641741	1000	528.247
16	2200	0.05	0.00982696	0.0644403	1000	584.509
17	2200	0.05	0.00987746	0.0646436	1000	634.63
18	2200	0.05	0.00876265	0.0632278	1000	688.208
19	2200	0.05	0.00847656	0.0620563	1000	748.658
20	2200	0.05	0.00807975	0.061326	1000	790.88
21	2200	0.05	0.00798708	0.0617135	1000	870.6
22	2200	0.05	0.00763523	0.060657	1000	980.614
23	2200	0.05	0.00734617	0.0600915	1000	992.054
24	2200	0.05	0.00671006	0.0592087	1000	1214.8
25	2200	0.05	0.00651242	0.0588193	1000	1143.77
26	2200	0.05	0.00654056	0.0590266	999	1249
27	2200	0.05	0.0062387	0.0578681	1000	1310.84
28	2200	0.05	0.00582914	0.0573533	999	1365.52
29	2200	0.05	0.00612928	0.0581164	1000	1414.66
30	2200	0.05	0.00590018	0.0577098	1000	1512.21
31	2200	0.05	0.00553888	0.0573015	999	1628.06
32	2200	0.05	0.00537359	0.0563384	1000	1841.45
33	2200	0.05	0.00533515	0.057145	1000	1841.58
34	2200	0.05	0.0051264	0.0563477	999	1987.78
35	2200	0.05	0.00526388	0.0574021	1000	2014.41
36	2200	0.05	0.00519633	0.0570444	999	2101.51
37	2200	0.05	0.00529416	0.0575806	1000	2243.72
38	2200	0.05	0.00515237	0.0579986	1000	2413.37
39	2200	0.05	0.00530114	0.0584395	1000	2575.18
40	2200	0.05	0.00530962	0.0583984	1000	2688.58
41	2200	0.05	0.00566957	0.0606054	1000	3043.23
42	2200	0.05	0.00586011	0.0613315	1000	3030.01
43	2200	0.05	0.00646619	0.0640903	998	3492.49
44	2200	0.05	0.00719894	0.0669188	999	3628.77
45	2200	0.05	0.00835575	0.0708687	1000	3931.48
46	2200	0.05	0.0094544	0.0748919	999	4261
47	2200	0.05	0.0114417	0.08091	1000	4587.81
48	2200	0.05	0.0133526	0.0867948	1000	4761.28
49	2200	0.05	0.0165269	0.0949647	999	5649.49
50	2200	0.05	0.0205303	0.10236	999	5989.87
51	2200	0.05	0.0266015	0.114523	1000	6773.87
52	2200	0.05	0.0355609	0.131986	1000	7610.71
53	2200	0.05	0.046946	0.148435	1000	8834.36
54	2200	0.05	0.0637627	0.168413	999	10694.3
55	2200	0.05	0.0852817	0.194895	1000	12268.2
56	2200	0.05	0.122849	0.230743	1000	14922.6
2	2300	0.05	0.0369883	0.0999178	1000	23.319
3	2300	0.05	0.0303016	0.0928204	1000	50.601
4	2300	0.05	0.0252011	0.0867301	1000	93.229
5	2300	0.05	0.0230723	0.0841036	1000	103.173
6	2300	0.05	0.0202815	0.0806041	1000	131.576
7	2300	0.05	0.0185198	0.077646	1000	192.514
8	2300	0.05	0.0169542	0.0747395	1000	214.044
9	2300	0.05	0.0154526	0.0733479	1000	272.195
10	2300	0.05	0.0139896	0.0711788	1000	273.73
11	2300	0.05	0.0128904	0.0696055	1000	372.832
12	2300	0.05	0.0134446	0.0701934	999	457.793
13	2300	0.05	0.0110565	0.0662206	1000	538.88
14	2300	0.05	0.0102895	0.0650398	999	510.635
15	2300	0.05	0.0100115	0.0643609	1000	640.837
16	2300	0.05	0.0104218	0.0654873	1000	682.337
17	2300	0.05	0.00923522	0.0633723	1000	824.806
18	2300	0.05	0.00901833	0.0632712	1000	856.07
19	2300	0.05	0.00826465	0.0618224	1000	882.737
20	2300	0.05	0.0079823	0.0610805	1000	799.017
21	2300	0.05	0.00760282	0.0602904	1000	863.091
22	2300	0.05	0.00699676	0.0595083	1000	979.657
23	2300	0.05	0.00684399	0.0590429	1000	1035.38
24	2300	0.05	0.00692656	0.0592161	1000	1109.48
25	2300	0.05	0.00659576	0.0588496	1000	1264.73
26	2300	0.05	0.00634783	0.0578781	1000	1287.33
27	2300	0.05	0.00634984	0.0581689	1000	1377.83
28	2300	0.05	0.00570317	0.0570233	1000	1400.36
29	2300	0.05	0.00569478	0.0570856	1000	1512.08
30	2300	0.05	0.00563532	0.0569447	1000	1613.24
31	2300	0.05	0.00556394	0.0568447	1000	1744.76
32	2300	0.05	0.005247	0.0564287	999	1866.19
33	2300	0.05	0.00526426	0.0567135	1000	1989.41
34	2300	0.05	0.00517205	0.0564428	1000	2193.37
35	2300	0.05	0.00480826	0.0557953	1000	2191.39
36	2300	0.05	0.00501396	0.056168	999	2296.15
37	2300	0.05	0.00498968	0.0570125	1000	2541.74
38	2300	0.05	0.00506101	0.0571462	1000	2672.38
39	2300	0.05	0.00495822	0.0575264	999	2863.55
40	2300	0.05	0.0054129	0.0585761	1000	2928.69
41	2300	0.05	0.00504115	0.0580594	998	3147.43
42	2300	0.05	0.00572748	0.0604522	1000	3350.81
43	2300	0.05	0.0058555	0.0619835	1000	3661.42
44	2300	0.05	0.00642657	0.0640905	999	3676.92
45	2300	0.05	0.00700611	0.0664043	1000	4053.74
46	2300	0.05	0.00809864	0.0702357	999	4628.24
47	2300	0.05	0.00937524	0.0737497	999	4952.86
48	2300	0.05	0.0108646	0.0790783	1000	5337.58
49	2300	0.05	0.0129412	0.0859834	1000	5516.77
50	2300	0.05	0.0159024	0.0927344	1000	6084.68
51	2300	0.05	0.0198337	0.101911	1000	6857.29
52	2300	0.05	0.0254758	0.114384	1000	7633.84
53	2300	0.05	0.0335572	0.128731	999	9182.35
54	2300	0.05	0.0437258	0.143876	998	10018.1
55	2300	0.05	0.0612145	0.165967	1000	11766.8
56	2300	0.05	0.0826667	0.192604	1000	13958.3
57	2300	0.05	0.111412	0.222295	998	16715.3
2	2400	0.05	0.0336423	0.0969744	1000	25.214
3	2400	0.05	0.028056	0.0914153	1000	53.587
4	2400	0.05	0.0256419	0.0876995	1000	79.899
5	2400	0.05	0.0203634	0.079604	1000	111.337
6	2400	0.05	0.0196987	0.0791331	1000	133.855
7	2400	0.05	0.0190821	0.0786712	1000	160.699
8	2400	0.05	0.0158054	0.0735635	1000	191.485
9	2400	0.05	0.0158401	0.0737906	999	279.551
10	2400	0.05	0.0139169	0.071422	1000	269.768
11	2400	0.05	0.014018	0.0704998	1000	319.715
12	2400	0.05	0.0125534	0.0683894	1000	411.543
13	2400	0.05	0.0120488	0.0678284	1000	465.722
14	2400	0.05	0.00962955	0.063971	1000	507.942
15	2400	0.05	0.0100958	0.0647521	1000	553.419
16	2400	0.05	0.00976539	0.0639833	1000	613.38
17	2400	0.05	0.00918179	0.0633528	1000	689.364
18	2400	0.05	0.00870741	0.0621191	1000	728.124
19	2400	0.05	0.00815206	0.0614491	1000	796.609
20	2400	0.05	0.00814306	0.061572	1000	836.392
21	2400	0.05	0.00731347	0.0596565	1000	986.505
22	2400	0.05	0.00780417	0.0607139	1000	974.346
23	2400	0.05	0.00736885	0.0599183	999	1059.8
24	2400	0.05	0.00701094	0.0594078	1000	1288.24
25	2400	0.05	0.00643267	0.0585053	1000	1266.31
26	2400	0.05	0.00638686	0.0579706	1000	1329.88
27	2400	0.05	0.00621203	0.057826	999	1388.55
28	2400	0.05	0.00597688	0.0571394	1000	1511.53
29	2400	0.05	0.00582582	0.0570928	1000	1610.7
30	2400	0.05	0.00528906	0.0562013	1000	1599.6
31	2400	0.05	0.00517766	0.0557723	1000	1807.45
32	2400	0.05	0.00537341	0.0561856	1000	1874.3
33	2400	0.05	0.00507003	0.0556303	999	1902.71
34	2400	0.05	0.00525357	0.05619	1000	2096.89
35	2400	0.05	0.00534627	0.0562783	1000	2258.79
36	2400	0.05	0.00513228	0.0562935	1000	2617.78
37	2400	0.05	0.00514177	0.0564485	1000	2813.61
38	2400	0.05	0.00511436	0.0562165	1000	2918.41
39	2400	0.05	0.00491643	0.0563831	1000	3097.44
40	2400	0.05	0.00485019	0.056637	1000	3175.97
41	2400	0.05	0.00508498	0.0578269	999	3171.32
42	2400	0.05	0.00514925	0.0590106	999	3127.03
43	2400	0.05	0.00563517	0.0604431	999	3441.64
44	2400	0.05	0.00579986	0.0624478	1000	3592.97
45	2400	0.05	0.00632048	0.0634788	1000	3908.51
46	2400	0.05	0.00711466	0.0666255	1000	4226.66
47	2400	0.05	0.0074707	0.0680708	1000	4665.17
48	2400	0.05	0.00909211	0.0730997	1000	4734.45
49	2400	0.05	0.0105113	0.0782761	1000	5113.6
50	2400	0.05	0.0126791	0.0848197	1000	5548.14
51	2400	0.05	0.0150128	0.0909798	999	6132.83
52	2400	0.05	0.0197495	0.10198	1000	6879.1
53	2400	0.05	0.024317	0.111776	999	7637.43
54	2400	0.05	0.0319087	0.126366	1000	8789.86
55	2400	0.05	0.0418399	0.140239	998	10102.2
56	2400	0.05	0.059176	0.162836	999	11534.8
57	2400	0.05	0.0777973	0.187264	999	13698.3
58	2400	0.05	0.107322	0.219518	1000	16645.4
2	2500	0.05	0.0309216	0.0937784	1000	28.062
3	2500	0.05	0.0331568	0.0961619	1000	53.935
4	2500	0.05	0.025043	0.0875021	1000	79.642
5	2500	0.05	0.0225203	0.0821915	1000	116.751
6	2500	0.05	0.0204661	0.0810833	1000	141.849
7	2500	0.05	0.0194567	0.079205	1000	220.783
8	2500	0.05	0.0171238	0.0749926	1000	202.188
9	2500	0.05	0.0162604	0.0743767	999	242.145
10	2500	0.05	0.0146483	0.0726825	1000	284.291
11	2500	0.05	0.0122651	0.0674875	999	350.025
12	2500	0.05	0.0120903	0.0679511	1000	424.11
13	2500	0.05	0.0118373	0.0672088	1000	484.882
14	2500	0.05	0.0111913	0.0664433	1000	550.887
15	2500	0.05	0.00969387	0.0638851	1000	585.801
16	2500	0.05	0.00965607	0.0638085	1000	642.213
17	2500	0.05	0.00912769	0.0630881	1000	687.772
18	2500	0.05	0.00869404	0.0621292	1000	742.608
19	2500	0.05	0.0089192	0.0628165	1000	855.635
20	2500	0.05	0.00751208	0.0595953	1000	849.382
21	2500	0.05	0.00782483	0.0600651	999	960.819
22	2500	0.05	0.00737269	0.0599305	1000	1052.83
23	2500	0.05	0.00706551	0.0593913	1000	1148.46
24	2500	0.05	0.00642272	0.0579996	1000	1134.17
25	2500	0.05	0.00669693	0.0585911	1000	1372.42
26	2500	0.05	0.00655063	0.0582042	1000	1448.52
27	2500	0.05	0.00669741	0.0581196	999	1426.06
28	2500	0.05	0.00575545	0.0568495	998	1618.45
29	2500	0.05	0.00592868	0.0573207	1000	1623.42
30	2500	0.05	0.00534101	0.0560728	1000	1811.77
31	2500	0.05	0.00539034	0.0558879	1000	1846
32	2500	0.05	0.00541185	0.0564195	1000	2162.56
33	2500	0.05	0.00519824	0.056106	1000	2284.16
34	2500	0.05	0.00487529	0.0554461	1000	2357.56
35	2500	0.05	0.00508399	0.0554912	999	2456.41
36	2500	0.05	0.00480602	0.0554789	998	2622.35
37	2500	0.05	0.00469139	0.055265	998	2670.42
38	2500	0.05	0.00448029	0.0547918	999	2894.51
39	2500	0.05	0.00474207	0.055316	1000	3041.37
40	2500	0.05	0.00472815	0.0562389	1000	3191.01
41	2500	0.05	0.00508841	0.0578051	999	3399.63
42	2500	0.05	0.00500614	0.0572488	1000	3406.57
43	2500	0.05	0.00525631	0.058668	1000	3658.71
44	2500	0.05	0.00548312	0.0598687	999	3785.07
45	2500	0.05	0.00607907	0.0626822	1000	4097.04
46	2500	0.05	0.00621461	0.0636388	1000	4386.92
47	2500	0.05	0.00666859	0.064733	1000	4763.29
48	2500	0.05	0.00751603	0.0679819	1000	5097.1
49	2500	0.05	0.00864867	0.0718453	1000	5259.77
50	2500	0.05	0.0100313	0.0765488	1000	6161.85
51	2500	0.05	0.0123393	0.0835623	1000	6248.97
52	2500	0.05	0.0156596	0.091051	1000	6986.03
53	2500	0.05	0.0191477	0.100982	1000	7555.33
54	2500	0.05	0.023306	0.108953	1000	8350.29
55	2500	0.05	0.0314831	0.12464	1000	10260.4
56	2500	0.05	0.0402094	0.138646	999	10708.9
57	2500	0.05	0.0560274	0.16198	1000	12967.6
58	2500	0.05	0.0773531	0.18268	1000	16385.6
59	2500	0.05	0.103868	0.210296	1000	18130
2	2600	0.05	0.0354227	0.0996329	1000	28.575
3	2600	0.05	0.0297944	0.0913094	1000	56.664
4	2600	0.05	0.0255844	0.0873193	1000	83.574
5	2600	0.05	0.0214988	0.0825214	1000	115.432
6	2600	0.05	0.0193517	0.0792331	1000	175.114
7	2600	0.05	0.0183081	0.0772677	1000	201.783
